0.100000, 1.534702
0.200000, 1.524927
0.300000, 1.520039
0.400000, 1.515152
0.500000, 1.524927
0.600000, 1.524927
0.700000, 1.520039
0.800000, 1.505376
0.900000, 1.524927
1.000000, 1.515152
1.100000, 1.520039
1.200000, 1.524927
1.300000, 1.510264
1.400000, 1.520039
1.500000, 1.520039
1.600000, 1.510264
1.700000, 1.520039
1.800000, 1.524927
1.900000, 1.510264
2.000000, 1.524927
2.100000, 1.520039
2.200000, 1.510264
2.300000, 1.520039
2.400000, 1.520039
2.500000, 1.505376
2.600000, 1.520039
2.700000, 1.515152
2.800000, 1.520039
2.900000, 1.520039
3.000000, 1.515152
3.100000, 1.524927
3.200000, 1.524927
3.300000, 1.515152
3.400000, 1.524927
3.500000, 1.520039
3.600000, 1.510264
3.700000, 1.529814
3.800000, 1.588465
3.900000, 1.656891
4.000000, 1.774194
4.100000, 1.867058
4.200000, 1.896383
4.300000, 1.935484
4.400000, 1.950147
4.500000, 1.994135
4.600000, 2.043011
4.700000, 2.067449
4.800000, 2.101662
4.900000, 2.145650
5.000000, 2.174976
5.100000, 2.194526
5.200000, 2.223851
5.300000, 2.238514
5.400000, 2.253177
5.500000, 2.262952
5.600000, 2.170088
5.700000, 2.091887
5.800000, 2.028348
5.900000, 1.984360
6.000000, 1.935484
6.100000, 1.901271
6.200000, 1.871945
6.300000, 1.847507
6.400000, 1.832845
6.500000, 1.818182
6.600000, 1.798631
6.700000, 1.783969
6.800000, 1.783969
6.900000, 1.754643
7.000000, 1.754643
7.100000, 1.739980
7.200000, 1.730205
7.300000, 1.735093
7.400000, 1.710655
7.500000, 1.715543
7.600000, 1.710655
7.700000, 1.695992
7.800000, 1.700880
7.900000, 1.691105
8.000000, 1.686217
8.100000, 1.686217
8.200000, 1.681329
8.300000, 1.671554
8.400000, 1.681329
8.500000, 1.671554
8.600000, 1.666667
8.700000, 1.671554
8.800000, 1.666667
8.900000, 1.656891
9.000000, 1.671554
9.100000, 1.656891
9.200000, 1.642229
9.300000, 1.652004
9.400000, 1.652004
9.500000, 1.578690
9.600000, 1.652004
9.700000, 0.000000
9.800000, 0.000000
9.900000, 4.281525
10.000000, 0.000000
